"date","pdsi","coord","day","month","year"
1989-11-01,1.11,"Troy",1,11,1989
1989-11-06,1.12,"Troy",6,11,1989
1989-11-11,1.14,"Troy",11,11,1989
1989-11-16,1.21,"Troy",16,11,1989
1989-11-21,1.18,"Troy",21,11,1989
1989-11-26,1.13,"Troy",26,11,1989
1989-12-01,1.05,"Troy",1,12,1989
1989-12-06,1.02,"Troy",6,12,1989
1989-12-11,1,"Troy",11,12,1989
1989-12-16,0.94,"Troy",16,12,1989
1989-12-21,0.860000000000001,"Troy",21,12,1989
1989-12-26,0.73,"Troy",26,12,1989
1989-12-31,0.6,"Troy",31,12,1989
1990-01-05,-0.17,"Troy",5,1,1990
1990-01-10,-0.69,"Troy",10,1,1990
1990-01-15,-0.66,"Troy",15,1,1990
1990-01-20,-0.640000000000001,"Troy",20,1,1990
1990-01-25,-0.65,"Troy",25,1,1990
1990-01-30,-0.609999999999999,"Troy",30,1,1990
1990-02-04,-0.640000000000001,"Troy",4,2,1990
1990-02-09,-0.549999999999999,"Troy",9,2,1990
1990-02-14,0.0999999999999996,"Troy",14,2,1990
1990-02-19,0.0999999999999996,"Troy",19,2,1990
1990-02-24,0.0899999999999999,"Troy",24,2,1990
1990-03-01,0.0199999999999996,"Troy",1,3,1990
1990-03-06,-0.0199999999999996,"Troy",6,3,1990
1990-03-11,-0.0700000000000003,"Troy",11,3,1990
1990-03-16,-0.0899999999999999,"Troy",16,3,1990
1990-03-21,-0.0899999999999999,"Troy",21,3,1990
1990-03-26,-0.56,"Troy",26,3,1990
1990-03-31,-0.66,"Troy",31,3,1990
1990-04-05,-0.77,"Troy",5,4,1990
1990-04-10,-0.949999999999999,"Troy",10,4,1990
1990-04-15,-1.09,"Troy",15,4,1990
1990-04-20,-1.24,"Troy",20,4,1990
1990-04-25,-1.31,"Troy",25,4,1990
1990-04-30,-1.22,"Troy",30,4,1990
1990-05-05,-1.12,"Troy",5,5,1990
1990-05-10,-1.03,"Troy",10,5,1990
1990-05-15,-0.949999999999999,"Troy",15,5,1990
1990-05-20,-0.85,"Troy",20,5,1990
1990-05-25,-0.699999999999999,"Troy",25,5,1990
1990-05-30,-0.529999999999999,"Troy",30,5,1990
1990-06-04,0.25,"Troy",4,6,1990
1990-06-09,1.1,"Troy",9,6,1990
1990-06-14,1.35,"Troy",14,6,1990
1990-06-19,1.58,"Troy",19,6,1990
1990-06-24,1.73,"Troy",24,6,1990
1990-06-29,1.82,"Troy",29,6,1990
1990-07-04,1.87,"Troy",4,7,1990
1990-07-09,1.89,"Troy",9,7,1990
1990-07-14,1.92,"Troy",14,7,1990
1990-07-19,1.96,"Troy",19,7,1990
1990-07-24,2.01,"Troy",24,7,1990
1990-07-29,2.07,"Troy",29,7,1990
1990-08-03,2.12,"Troy",3,8,1990
1990-08-08,2.14,"Troy",8,8,1990
1990-08-13,2.12,"Troy",13,8,1990
1990-08-18,2.1,"Troy",18,8,1990
1990-08-23,2.11,"Troy",23,8,1990
1990-08-28,2.15,"Troy",28,8,1990
1990-09-02,2.17,"Troy",2,9,1990
1990-09-07,2.19,"Troy",7,9,1990
1990-09-12,2.19,"Troy",12,9,1990
1990-09-17,2.18,"Troy",17,9,1990
1990-09-22,2.07,"Troy",22,9,1990
1990-09-27,1.94,"Troy",27,9,1990
1990-10-02,1.79,"Troy",2,10,1990
1990-10-07,1.68,"Troy",7,10,1990
1990-10-12,1.57,"Troy",12,10,1990
1990-10-17,1.54,"Troy",17,10,1990
1990-10-22,1.63,"Troy",22,10,1990
1990-10-27,1.7,"Troy",27,10,1990
1990-11-01,1.81,"Troy",1,11,1990
1990-11-06,1.96,"Troy",6,11,1990
1990-11-11,2.1,"Troy",11,11,1990
1990-11-16,2.18,"Troy",16,11,1990
1990-11-21,2.17,"Troy",21,11,1990
1990-11-26,2.26,"Troy",26,11,1990
1990-12-01,2.34,"Troy",1,12,1990
1990-12-06,2.35,"Troy",6,12,1990
1990-12-11,2.42,"Troy",11,12,1990
1990-12-16,2.44,"Troy",16,12,1990
1990-12-21,2.41,"Troy",21,12,1990
1990-12-26,2.38,"Troy",26,12,1990
1990-12-31,2.34,"Troy",31,12,1990
1991-01-05,2.31,"Troy",5,1,1991
1991-01-10,2.25,"Troy",10,1,1991
1991-01-15,2.31,"Troy",15,1,1991
1991-01-20,2.32,"Troy",20,1,1991
1991-01-25,2.24,"Troy",25,1,1991
1991-01-30,2.19,"Troy",30,1,1991
1991-02-04,2.19,"Troy",4,2,1991
1991-02-09,2.11,"Troy",9,2,1991
1991-02-14,1.95,"Troy",14,2,1991
1991-02-19,1.82,"Troy",19,2,1991
1991-02-24,1.69,"Troy",24,2,1991
1991-03-01,1.59,"Troy",1,3,1991
1991-03-06,1.56,"Troy",6,3,1991
1991-03-11,1.54,"Troy",11,3,1991
1991-03-16,1.52,"Troy",16,3,1991
1991-03-21,1.47,"Troy",21,3,1991
1991-03-26,1.45,"Troy",26,3,1991
1991-03-31,1.38,"Troy",31,3,1991
1991-04-05,1.26,"Troy",5,4,1991
1991-04-10,1.19,"Troy",10,4,1991
1991-04-15,1.09,"Troy",15,4,1991
1991-04-20,0.99,"Troy",20,4,1991
1991-04-25,0.93,"Troy",25,4,1991
1991-04-30,0.93,"Troy",30,4,1991
1991-05-05,0.860000000000001,"Troy",5,5,1991
1991-05-10,0.860000000000001,"Troy",10,5,1991
1991-05-15,0.880000000000001,"Troy",15,5,1991
1991-05-20,1.04,"Troy",20,5,1991
1991-05-25,1.15,"Troy",25,5,1991
1991-05-30,1.3,"Troy",30,5,1991
1991-06-04,1.41,"Troy",4,6,1991
1991-06-09,1.49,"Troy",9,6,1991
1991-06-14,1.57,"Troy",14,6,1991
1991-06-19,1.61,"Troy",19,6,1991
1991-06-24,1.71,"Troy",24,6,1991
1991-06-29,1.86,"Troy",29,6,1991
1991-07-04,2,"Troy",4,7,1991
1991-07-09,2.12,"Troy",9,7,1991
1991-07-14,2.24,"Troy",14,7,1991
1991-07-19,2.35,"Troy",19,7,1991
1991-07-24,2.45,"Troy",24,7,1991
1991-07-29,2.57,"Troy",29,7,1991
1991-08-03,2.67,"Troy",3,8,1991
1991-08-08,2.76,"Troy",8,8,1991
1991-08-13,2.83,"Troy",13,8,1991
1991-08-18,2.88,"Troy",18,8,1991
1991-08-23,2.88,"Troy",23,8,1991
1991-08-28,2.84,"Troy",28,8,1991
1991-09-02,2.77,"Troy",2,9,1991
1991-09-07,2.68,"Troy",7,9,1991
1991-09-12,2.58,"Troy",12,9,1991
1991-09-17,2.48,"Troy",17,9,1991
1991-09-22,2.36,"Troy",22,9,1991
1991-09-27,2.23,"Troy",27,9,1991
1991-10-02,2.1,"Troy",2,10,1991
1991-10-07,1.95,"Troy",7,10,1991
1991-10-12,1.77,"Troy",12,10,1991
1991-10-17,1.57,"Troy",17,10,1991
1991-10-22,1.37,"Troy",22,10,1991
1991-10-27,1.22,"Troy",27,10,1991
1991-11-01,1.07,"Troy",1,11,1991
1991-11-06,0.99,"Troy",6,11,1991
1991-11-11,0.93,"Troy",11,11,1991
1991-11-16,0.9,"Troy",16,11,1991
1991-11-21,0.92,"Troy",21,11,1991
1991-11-26,0.99,"Troy",26,11,1991
1991-12-01,1.06,"Troy",1,12,1991
1991-12-06,1.14,"Troy",6,12,1991
1991-12-11,1.24,"Troy",11,12,1991
1991-12-16,1.31,"Troy",16,12,1991
1991-12-21,1.38,"Troy",21,12,1991
1991-12-26,1.37,"Troy",26,12,1991
1991-12-31,1.3,"Troy",31,12,1991
1992-01-05,1.17,"Troy",5,1,1992
1992-01-10,1.02,"Troy",10,1,1992
1992-01-15,0.890000000000001,"Troy",15,1,1992
1992-01-20,0.77,"Troy",20,1,1992
1992-01-25,0.700000000000001,"Troy",25,1,1992
1992-01-30,0.67,"Troy",30,1,1992
1992-02-04,0.57,"Troy",4,2,1992
1992-02-09,-1.13,"Troy",9,2,1992
1992-02-14,-1.18,"Troy",14,2,1992
1992-02-19,-1.16,"Troy",19,2,1992
1992-02-24,-1.09,"Troy",24,2,1992
1992-02-29,-1.1,"Troy",29,2,1992
1992-03-05,-1.12,"Troy",5,3,1992
1992-03-10,-1.13,"Troy",10,3,1992
1992-03-15,-1.14,"Troy",15,3,1992
1992-03-20,-1.22,"Troy",20,3,1992
1992-03-25,-1.39,"Troy",25,3,1992
1992-03-30,-1.54,"Troy",30,3,1992
1992-04-04,-1.72,"Troy",4,4,1992
1992-04-09,-1.81,"Troy",9,4,1992
1992-04-14,-1.86,"Troy",14,4,1992
1992-04-19,-1.88,"Troy",19,4,1992
1992-04-24,-1.88,"Troy",24,4,1992
1992-04-29,-1.87,"Troy",29,4,1992
1992-05-04,-1.86,"Troy",4,5,1992
1992-05-09,-1.93,"Troy",9,5,1992
1992-05-14,-2.02,"Troy",14,5,1992
1992-05-19,-2.17,"Troy",19,5,1992
1992-05-24,-2.35,"Troy",24,5,1992
1992-05-29,-2.51,"Troy",29,5,1992
1992-06-03,-2.68,"Troy",3,6,1992
1992-06-08,-2.86,"Troy",8,6,1992
1992-06-13,-2.97,"Troy",13,6,1992
1992-06-18,-3.07,"Troy",18,6,1992
1992-06-23,-3.19,"Troy",23,6,1992
1992-06-28,-3.34,"Troy",28,6,1992
1992-07-03,-3.41,"Troy",3,7,1992
1992-07-08,-3.45,"Troy",8,7,1992
1992-07-13,-3.52,"Troy",13,7,1992
1992-07-18,-3.58,"Troy",18,7,1992
1992-07-23,-3.61,"Troy",23,7,1992
1992-07-28,-3.62,"Troy",28,7,1992
1992-08-02,-3.66,"Troy",2,8,1992
1992-08-07,-3.69,"Troy",7,8,1992
1992-08-12,-3.7,"Troy",12,8,1992
1992-08-17,-3.7,"Troy",17,8,1992
1992-08-22,-3.6,"Troy",22,8,1992
1992-08-27,-3.49,"Troy",27,8,1992
1992-09-01,-3.38,"Troy",1,9,1992
1992-09-06,-3.26,"Troy",6,9,1992
1992-09-11,-3.13,"Troy",11,9,1992
1992-09-16,-2.98,"Troy",16,9,1992
1992-09-21,-2.95,"Troy",21,9,1992
1992-09-26,-2.84,"Troy",26,9,1992
1992-10-01,-2.74,"Troy",1,10,1992
1992-10-06,-2.65,"Troy",6,10,1992
1992-10-11,-2.59,"Troy",11,10,1992
1992-10-16,-2.58,"Troy",16,10,1992
1992-10-21,-2.57,"Troy",21,10,1992
1992-10-26,-2.67,"Troy",26,10,1992
1992-10-31,-2.71,"Troy",31,10,1992
1992-11-05,-2.73,"Troy",5,11,1992
1992-11-10,-2.67,"Troy",10,11,1992
1992-11-15,-2.63,"Troy",15,11,1992
1992-11-20,-2.56,"Troy",20,11,1992
1992-11-25,-2.47,"Troy",25,11,1992
1992-11-30,-2.4,"Troy",30,11,1992
1992-12-05,-2.41,"Troy",5,12,1992
1992-12-10,-2.44,"Troy",10,12,1992
1992-12-15,-2.46,"Troy",15,12,1992
1992-12-20,-2.44,"Troy",20,12,1992
1992-12-25,-2.44,"Troy",25,12,1992
1992-12-30,-2.46,"Troy",30,12,1992
1993-01-05,-2.44,"Troy",5,1,1993
1993-01-10,-2.47,"Troy",10,1,1993
1993-01-15,-2.51,"Troy",15,1,1993
1993-01-20,-2.58,"Troy",20,1,1993
1993-01-25,-2.59,"Troy",25,1,1993
1993-01-30,-2.63,"Troy",30,1,1993
1993-02-04,-2.68,"Troy",4,2,1993
1993-02-09,-2.77,"Troy",9,2,1993
1993-02-14,-2.84,"Troy",14,2,1993
1993-02-19,-2.92,"Troy",19,2,1993
1993-02-24,-3,"Troy",24,2,1993
1993-03-01,-3.08,"Troy",1,3,1993
1993-03-06,-3.14,"Troy",6,3,1993
1993-03-11,-3.21,"Troy",11,3,1993
1993-03-16,-3.25,"Troy",16,3,1993
1993-03-21,-3.24,"Troy",21,3,1993
1993-03-26,-3.19,"Troy",26,3,1993
1993-03-31,-3.15,"Troy",31,3,1993
1993-04-05,-3.07,"Troy",5,4,1993
1993-04-10,-2.93,"Troy",10,4,1993
1993-04-15,-2.79,"Troy",15,4,1993
1993-04-20,-2.69,"Troy",20,4,1993
1993-04-25,-2.55,"Troy",25,4,1993
1993-04-30,-2.29,"Troy",30,4,1993
1993-05-05,-1.97,"Troy",5,5,1993
1993-05-10,-1.71,"Troy",10,5,1993
1993-05-15,-1.51,"Troy",15,5,1993
1993-05-20,-1.34,"Troy",20,5,1993
1993-05-25,-1.24,"Troy",25,5,1993
1993-05-30,-1.22,"Troy",30,5,1993
1993-06-04,-1.27,"Troy",4,6,1993
1993-06-09,-1.3,"Troy",9,6,1993
1993-06-14,-1.27,"Troy",14,6,1993
1993-06-19,-1.21,"Troy",19,6,1993
1993-06-24,-1.11,"Troy",24,6,1993
1993-06-29,-1.01,"Troy",29,6,1993
1993-07-04,-0.93,"Troy",4,7,1993
1993-07-09,-0.82,"Troy",9,7,1993
1993-07-14,-0.68,"Troy",14,7,1993
1993-07-19,1.64,"Troy",19,7,1993
1993-07-24,1.77,"Troy",24,7,1993
1993-07-29,1.88,"Troy",29,7,1993
1993-08-03,1.96,"Troy",3,8,1993
1993-08-08,2.05,"Troy",8,8,1993
1993-08-13,2.16,"Troy",13,8,1993
1993-08-18,2.32,"Troy",18,8,1993
1993-08-23,2.42,"Troy",23,8,1993
1993-08-28,2.5,"Troy",28,8,1993
1993-09-02,2.53,"Troy",2,9,1993
1993-09-07,2.56,"Troy",7,9,1993
1993-09-12,2.58,"Troy",12,9,1993
1993-09-17,2.53,"Troy",17,9,1993
1993-09-22,2.47,"Troy",22,9,1993
1993-09-27,2.38,"Troy",27,9,1993
1993-10-02,2.26,"Troy",2,10,1993
1993-10-07,2.15,"Troy",7,10,1993
1993-10-12,2.05,"Troy",12,10,1993
1993-10-17,1.99,"Troy",17,10,1993
1993-10-22,1.91,"Troy",22,10,1993
1993-10-27,1.8,"Troy",27,10,1993
1993-11-01,1.7,"Troy",1,11,1993
1993-11-06,1.55,"Troy",6,11,1993
1993-11-11,1.35,"Troy",11,11,1993
1993-11-16,1.1,"Troy",16,11,1993
1993-11-21,0.860000000000001,"Troy",21,11,1993
1993-11-26,0.610000000000001,"Troy",26,11,1993
1993-12-01,-1.5,"Troy",1,12,1993
1993-12-06,-1.63,"Troy",6,12,1993
1993-12-11,-1.72,"Troy",11,12,1993
1993-12-16,-1.82,"Troy",16,12,1993
1993-12-21,-1.95,"Troy",21,12,1993
1993-12-26,-2.1,"Troy",26,12,1993
1993-12-31,-2.23,"Troy",31,12,1993
1994-01-05,-2.29,"Troy",5,1,1994
1994-01-10,-2.37,"Troy",10,1,1994
1994-01-15,-2.41,"Troy",15,1,1994
1994-01-20,-2.48,"Troy",20,1,1994
1994-01-25,-2.56,"Troy",25,1,1994
1994-01-30,-2.73,"Troy",30,1,1994
1994-02-04,-2.89,"Troy",4,2,1994
1994-02-09,-3.04,"Troy",9,2,1994
1994-02-14,-3.18,"Troy",14,2,1994
1994-02-19,-3.33,"Troy",19,2,1994
1994-02-24,-3.43,"Troy",24,2,1994
1994-03-01,-3.51,"Troy",1,3,1994
1994-03-06,-3.55,"Troy",6,3,1994
1994-03-11,-3.59,"Troy",11,3,1994
1994-03-16,-3.62,"Troy",16,3,1994
1994-03-21,-3.6,"Troy",21,3,1994
1994-03-26,-3.65,"Troy",26,3,1994
1994-03-31,-3.77,"Troy",31,3,1994
1994-04-05,-3.88,"Troy",5,4,1994
1994-04-10,-3.98,"Troy",10,4,1994
1994-04-15,-4.06,"Troy",15,4,1994
1994-04-20,-4.19,"Troy",20,4,1994
1994-04-25,-4.22,"Troy",25,4,1994
1994-04-30,-4.24,"Troy",30,4,1994
1994-05-05,-4.24,"Troy",5,5,1994
1994-05-10,-4.32,"Troy",10,5,1994
1994-05-15,-4.35,"Troy",15,5,1994
1994-05-20,-4.29,"Troy",20,5,1994
1994-05-25,-4.3,"Troy",25,5,1994
1994-05-30,-4.36,"Troy",30,5,1994
1994-06-04,-4.38,"Troy",4,6,1994
1994-06-09,-4.36,"Troy",9,6,1994
1994-06-14,-4.3,"Troy",14,6,1994
1994-06-19,-4.32,"Troy",19,6,1994
1994-06-24,-4.34,"Troy",24,6,1994
1994-06-29,-4.39,"Troy",29,6,1994
1994-07-04,-4.43,"Troy",4,7,1994
1994-07-09,-4.5,"Troy",9,7,1994
1994-07-14,-4.56,"Troy",14,7,1994
1994-07-19,-4.62,"Troy",19,7,1994
1994-07-24,-4.67,"Troy",24,7,1994
1994-07-29,-4.74,"Troy",29,7,1994
1994-08-03,-4.79,"Troy",3,8,1994
1994-08-08,-4.83,"Troy",8,8,1994
1994-08-13,-4.88,"Troy",13,8,1994
1994-08-18,-4.91,"Troy",18,8,1994
1994-08-23,-4.95,"Troy",23,8,1994
1994-08-28,-4.99,"Troy",28,8,1994
1994-09-02,-5.02,"Troy",2,9,1994
1994-09-07,-5.03,"Troy",7,9,1994
1994-09-12,-5,"Troy",12,9,1994
1994-09-17,-4.97,"Troy",17,9,1994
1994-09-22,-4.95,"Troy",22,9,1994
1994-09-27,-4.94,"Troy",27,9,1994
1994-10-02,-4.92,"Troy",2,10,1994
1994-10-07,-4.94,"Troy",7,10,1994
1994-10-12,-4.97,"Troy",12,10,1994
1994-10-17,-4.99,"Troy",17,10,1994
1994-10-22,-4.99,"Troy",22,10,1994
1994-10-27,-4.9,"Troy",27,10,1994
1994-11-01,-4.66,"Troy",1,11,1994
1994-11-06,-4.39,"Troy",6,11,1994
1994-11-11,-4.13,"Troy",11,11,1994
1994-11-16,-3.85,"Troy",16,11,1994
1994-11-21,-3.59,"Troy",21,11,1994
1994-11-26,-3.41,"Troy",26,11,1994
1994-12-01,-3.23,"Troy",1,12,1994
1994-12-06,-3.02,"Troy",6,12,1994
1994-12-11,-2.83,"Troy",11,12,1994
1994-12-16,-2.64,"Troy",16,12,1994
1994-12-21,-2.46,"Troy",21,12,1994
1994-12-26,-2.29,"Troy",26,12,1994
1994-12-31,-2.17,"Troy",31,12,1994
1995-01-05,-2.11,"Troy",5,1,1995
1995-01-10,-1.99,"Troy",10,1,1995
1995-01-15,-1.84,"Troy",15,1,1995
1995-01-20,-1.71,"Troy",20,1,1995
1995-01-25,-1.66,"Troy",25,1,1995
1995-01-30,-1.56,"Troy",30,1,1995
1995-02-04,-1.41,"Troy",4,2,1995
1995-02-09,-1.33,"Troy",9,2,1995
1995-02-14,-1.29,"Troy",14,2,1995
1995-02-19,-1.15,"Troy",19,2,1995
1995-02-24,-1.01,"Troy",24,2,1995
1995-03-01,-0.92,"Troy",1,3,1995
1995-03-06,-0.9,"Troy",6,3,1995
1995-03-11,-0.81,"Troy",11,3,1995
1995-03-16,-0.69,"Troy",16,3,1995
1995-03-21,-0.65,"Troy",21,3,1995
1995-03-26,-0.59,"Troy",26,3,1995
1995-03-31,-0.549999999999999,"Troy",31,3,1995
1995-04-05,-0.529999999999999,"Troy",5,4,1995
1995-04-10,2.29,"Troy",10,4,1995
1995-04-15,2.25,"Troy",15,4,1995
1995-04-20,2.15,"Troy",20,4,1995
1995-04-25,2.06,"Troy",25,4,1995
1995-04-30,2.04,"Troy",30,4,1995
1995-05-05,2.04,"Troy",5,5,1995
1995-05-10,2.02,"Troy",10,5,1995
1995-05-15,2.01,"Troy",15,5,1995
1995-05-20,1.96,"Troy",20,5,1995
1995-05-25,1.9,"Troy",25,5,1995
1995-05-30,1.79,"Troy",30,5,1995
1995-06-04,1.7,"Troy",4,6,1995
1995-06-09,1.63,"Troy",9,6,1995
1995-06-14,1.55,"Troy",14,6,1995
1995-06-19,1.57,"Troy",19,6,1995
1995-06-24,1.63,"Troy",24,6,1995
1995-06-29,1.71,"Troy",29,6,1995
1995-07-04,1.81,"Troy",4,7,1995
1995-07-09,1.86,"Troy",9,7,1995
1995-07-14,1.91,"Troy",14,7,1995
1995-07-19,1.9,"Troy",19,7,1995
1995-07-24,1.9,"Troy",24,7,1995
1995-07-29,1.92,"Troy",29,7,1995
1995-08-03,1.93,"Troy",3,8,1995
1995-08-08,2.01,"Troy",8,8,1995
1995-08-13,2.09,"Troy",13,8,1995
1995-08-18,2.2,"Troy",18,8,1995
1995-08-23,2.28,"Troy",23,8,1995
1995-08-28,2.36,"Troy",28,8,1995
1995-09-02,2.43,"Troy",2,9,1995
1995-09-07,2.45,"Troy",7,9,1995
1995-09-12,2.44,"Troy",12,9,1995
1995-09-17,2.37,"Troy",17,9,1995
1995-09-22,2.29,"Troy",22,9,1995
1995-09-27,2.27,"Troy",27,9,1995
1995-10-02,2.31,"Troy",2,10,1995
1995-10-07,2.4,"Troy",7,10,1995
1995-10-12,2.58,"Troy",12,10,1995
1995-10-17,2.8,"Troy",17,10,1995
1995-10-22,3,"Troy",22,10,1995
1995-10-27,3.18,"Troy",27,10,1995
1995-11-01,3.25,"Troy",1,11,1995
1995-11-06,3.24,"Troy",6,11,1995
1995-11-11,3.32,"Troy",11,11,1995
1995-11-16,3.38,"Troy",16,11,1995
1995-11-21,3.4,"Troy",21,11,1995
1995-11-26,3.45,"Troy",26,11,1995
1995-12-01,3.63,"Troy",1,12,1995
1995-12-06,3.79,"Troy",6,12,1995
1995-12-11,3.92,"Troy",11,12,1995
1995-12-16,4.06,"Troy",16,12,1995
1995-12-21,4.22,"Troy",21,12,1995
1995-12-26,4.34,"Troy",26,12,1995
1995-12-31,4.44,"Troy",31,12,1995
1996-01-05,4.58,"Troy",5,1,1996
1996-01-10,4.66,"Troy",10,1,1996
1996-01-15,4.74,"Troy",15,1,1996
1996-01-20,4.87,"Troy",20,1,1996
1996-01-25,5.06,"Troy",25,1,1996
1996-01-30,5.23,"Troy",30,1,1996
1996-02-04,5.34,"Troy",4,2,1996
1996-02-09,5.56,"Troy",9,2,1996
1996-02-14,5.75,"Troy",14,2,1996
1996-02-19,5.91,"Troy",19,2,1996
1996-02-24,6.06,"Troy",24,2,1996
1996-02-29,6.17,"Troy",29,2,1996
1996-03-05,6.31,"Troy",5,3,1996
1996-03-10,6.21,"Troy",10,3,1996
1996-03-15,6.1,"Troy",15,3,1996
1996-03-20,5.92,"Troy",20,3,1996
1996-03-25,5.71,"Troy",25,3,1996
1996-03-30,5.51,"Troy",30,3,1996
1996-04-04,5.35,"Troy",4,4,1996
1996-04-09,5.21,"Troy",9,4,1996
1996-04-14,5.13,"Troy",14,4,1996
1996-04-19,5.17,"Troy",19,4,1996
1996-04-24,5.37,"Troy",24,4,1996
1996-04-29,5.56,"Troy",29,4,1996
1996-05-04,5.71,"Troy",4,5,1996
1996-05-09,5.85,"Troy",9,5,1996
1996-05-14,6.04,"Troy",14,5,1996
1996-05-19,6.27,"Troy",19,5,1996
1996-05-24,6.34,"Troy",24,5,1996
1996-05-29,6.4,"Troy",29,5,1996
1996-06-03,6.44,"Troy",3,6,1996
1996-06-08,6.45,"Troy",8,6,1996
1996-06-13,6.37,"Troy",13,6,1996
1996-06-18,6.17,"Troy",18,6,1996
1996-06-23,6,"Troy",23,6,1996
1996-06-28,5.9,"Troy",28,6,1996
1996-07-03,5.85,"Troy",3,7,1996
1996-07-08,5.85,"Troy",8,7,1996
1996-07-13,5.83,"Troy",13,7,1996
1996-07-18,5.75,"Troy",18,7,1996
1996-07-23,5.68,"Troy",23,7,1996
1996-07-28,5.63,"Troy",28,7,1996
1996-08-02,5.6,"Troy",2,8,1996
1996-08-07,5.59,"Troy",7,8,1996
1996-08-12,5.54,"Troy",12,8,1996
1996-08-17,5.45,"Troy",17,8,1996
1996-08-22,5.35,"Troy",22,8,1996
1996-08-27,5.23,"Troy",27,8,1996
1996-09-01,5.1,"Troy",1,9,1996
1996-09-06,4.96,"Troy",6,9,1996
1996-09-11,4.82,"Troy",11,9,1996
1996-09-16,4.73,"Troy",16,9,1996
1996-09-21,4.68,"Troy",21,9,1996
1996-09-26,4.63,"Troy",26,9,1996
1996-10-01,4.56,"Troy",1,10,1996
1996-10-06,4.48,"Troy",6,10,1996
1996-10-11,4.4,"Troy",11,10,1996
1996-10-16,4.29,"Troy",16,10,1996
1996-10-21,4.2,"Troy",21,10,1996
1996-10-26,4.22,"Troy",26,10,1996
1996-10-31,4.23,"Troy",31,10,1996
1996-11-05,4.24,"Troy",5,11,1996
1996-11-10,4.24,"Troy",10,11,1996
1996-11-15,4.21,"Troy",15,11,1996
1996-11-20,4.33,"Troy",20,11,1996
1996-11-25,4.35,"Troy",25,11,1996
1996-11-30,4.43,"Troy",30,11,1996
1996-12-05,4.57,"Troy",5,12,1996
1996-12-10,4.81,"Troy",10,12,1996
1996-12-15,4.99,"Troy",15,12,1996
1996-12-20,5.1,"Troy",20,12,1996
1996-12-25,5.29,"Troy",25,12,1996
1996-12-30,5.55,"Troy",30,12,1996
1997-01-05,5.83,"Troy",5,1,1997
1997-01-10,6.08,"Troy",10,1,1997
1997-01-15,6.3,"Troy",15,1,1997
1997-01-20,6.48,"Troy",20,1,1997
1997-01-25,6.54,"Troy",25,1,1997
1997-01-30,6.57,"Troy",30,1,1997
1997-02-04,6.6,"Troy",4,2,1997
1997-02-09,6.56,"Troy",9,2,1997
1997-02-14,6.64,"Troy",14,2,1997
1997-02-19,6.71,"Troy",19,2,1997
1997-02-24,6.73,"Troy",24,2,1997
1997-03-01,6.72,"Troy",1,3,1997
1997-03-06,6.7,"Troy",6,3,1997
1997-03-11,6.78,"Troy",11,3,1997
1997-03-16,6.79,"Troy",16,3,1997
1997-03-21,6.81,"Troy",21,3,1997
1997-03-26,6.83,"Troy",26,3,1997
1997-03-31,6.79,"Troy",31,3,1997
1997-04-05,6.73,"Troy",5,4,1997
1997-04-10,6.57,"Troy",10,4,1997
1997-04-15,6.38,"Troy",15,4,1997
1997-04-20,6.26,"Troy",20,4,1997
1997-04-25,6.25,"Troy",25,4,1997
1997-04-30,6.32,"Troy",30,4,1997
1997-05-05,6.43,"Troy",5,5,1997
1997-05-10,6.54,"Troy",10,5,1997
1997-05-15,6.57,"Troy",15,5,1997
1997-05-20,6.5,"Troy",20,5,1997
1997-05-25,6.4,"Troy",25,5,1997
1997-05-30,6.25,"Troy",30,5,1997
1997-06-04,6.13,"Troy",4,6,1997
1997-06-09,6.01,"Troy",9,6,1997
1997-06-14,5.93,"Troy",14,6,1997
1997-06-19,5.86,"Troy",19,6,1997
1997-06-24,5.78,"Troy",24,6,1997
1997-06-29,5.66,"Troy",29,6,1997
1997-07-04,5.58,"Troy",4,7,1997
1997-07-09,5.58,"Troy",9,7,1997
1997-07-14,5.57,"Troy",14,7,1997
1997-07-19,5.58,"Troy",19,7,1997
1997-07-24,5.59,"Troy",24,7,1997
1997-07-29,5.59,"Troy",29,7,1997
1997-08-03,5.57,"Troy",3,8,1997
1997-08-08,5.56,"Troy",8,8,1997
1997-08-13,5.53,"Troy",13,8,1997
1997-08-18,5.5,"Troy",18,8,1997
1997-08-23,5.44,"Troy",23,8,1997
1997-08-28,5.38,"Troy",28,8,1997
1997-09-02,5.31,"Troy",2,9,1997
1997-09-07,5.25,"Troy",7,9,1997
1997-09-12,5.19,"Troy",12,9,1997
1997-09-17,5.22,"Troy",17,9,1997
1997-09-22,5.24,"Troy",22,9,1997
1997-09-27,5.21,"Troy",27,9,1997
1997-10-02,5.18,"Troy",2,10,1997
1997-10-07,5.15,"Troy",7,10,1997
1997-10-12,5.16,"Troy",12,10,1997
1997-10-17,5.07,"Troy",17,10,1997
1997-10-22,4.96,"Troy",22,10,1997
1997-10-27,4.84,"Troy",27,10,1997
1997-11-01,4.85,"Troy",1,11,1997
1997-11-06,4.79,"Troy",6,11,1997
1997-11-11,4.74,"Troy",11,11,1997
1997-11-16,4.66,"Troy",16,11,1997
1997-11-21,4.68,"Troy",21,11,1997
1997-11-26,4.68,"Troy",26,11,1997
1997-12-01,4.57,"Troy",1,12,1997
1997-12-06,4.46,"Troy",6,12,1997
1997-12-11,4.32,"Troy",11,12,1997
